Mulher	prop	mulher
,	punc	,
36	num	36
anos	n	ano
,	punc	,
caucasiana	n	caucasiano
,	punc	,
sem	prp	sem
factores	n	factor
de	prp	de
risco	n	risco
vascular	adj	vascular
.	punc	.
Um	num	um
mês	n	mês
antes	adv	antes
de	prp	de
a	art	o
admissão	n	admissão
,	punc	,
apresentou	v-fin	apresentar
quadro	n	quadro
de	prp	de
diminuição	n	diminuição
de	prp	de
força	n	força
de	prp	de
o	art	o
membro	n	membro
superior	adj	superior
esquerdo	adj	esquerdo
,	punc	,
hipostesia	n	hipostesia
álgica	adj	álgica
e	conj-c	e
térmica	adj	térmica
de	prp	de
a	art	o
mão	n	mão
ipsilateral	adj	ipsilateral
e	conj-c	e
dor	n	dor
em	prp	em
a	art	o
região	n	região
correspondente	adj	correspondente
a	prp	a
o	art	o
território	n	território
de	prp	de
C4-C5	n	c4-c5
a	prp	a
a	art	o
esquerda	n	esquerda
.	punc	.
Houve	v-fin	haver
melhoria	n	melhoria
espontânea	adj	espontânea
progressiva	adj	progressivo
de	prp	de
os	art	o
sintomas	n	sintoma
.	punc	.
Duas	num	dois
semanas	n	semana
depois	adv	depois
,	punc	,
instalou	v-fin	instalar
se	pron-pers	se
de	prp	de
forma	n	forma
súbita	adj	súbita
,	punc	,
após	prp	após
esforço	n	esforço
físico	adj	físico
,	punc	,
dor	n	dor
em	prp	em
a	art	o
região	n	região
cervical	adj	cervical
com	prp	com
irradiação	n	irradiação
para	prp	para
o	art	o
ombro	n	ombro
e	conj-c	e
membro	n	membro
superior	adj	superior
bilateralmente	adj	bilateralmente
seguida	n	seguida
de	prp	de
diminuição	n	diminuição
de	prp	de
força	n	força
de	prp	de
os	art	o
membros	n	membro
superiores	adj	superior
e	conj-c	e
de	prp	de
o	art	o
membro	n	membro
inferior	adj	inferior
direito	n	direito
,	punc	,
hipostesia	n	hipostesia
em	prp	em
ambas	pron-det	ambos
as	art	o
mãos	n	mão
e	conj-c	e
em	prp	em
o	art	o
abdómen	n	abdómen
em	prp	em
cinta	n	cinta
e	conj-c	e
obstipação	n	obstipação
,	punc	,
sem	prp	sem
retenção	n	retenção
urinária	adj	urinária
.	punc	.
Negava	v-fin	negar
traumatismo	n	traumatismo
.	punc	.
Em	prp	em
A	art	o
altura	n	altura
em	prp	em
que	pron-indp	que
foi	v-fin	ser
referenciada	v-pcp	referenciar
